-∅,VitalikBot,7614673,2017-03-28T19:36:40Z,True,VitalikBot,False,good diff,True,"Добавление/обновление шаблона ""Омонимы""","['+ {{Омонимы|ru|2}}', '- *', '+ * ']",25,10206
-аг,37.215.97.201,5111920,2015-04-16T14:42:14Z,False,bad diff,True,Infovarius,False,/* Этимология */,"['- Происходит от', ""+ Происходит от F.G.? G&S? hfpybws нету А,а, НО есть a,а! - это не одно и тоже, т.к. латинская а = 1 байт, а русская = 0+8 байт. И самое смешное, что это совпадение, которое совпало чисто случайно xDDD AG teper' vse stalo mojno na lub0m yrovne vselennoi.. L! A 8-D mne s vareniem malinovim? strawberry? pliz! (NZЙ)""]",411,1222
-∅,Cinemantique,7561668,2017-03-27T08:12:29Z,True,Cinemantique,False,good diff,False,,"['- == {{заголовок|(нулевой суффикс)}} ==', '+ == {{заголовок|(суффикс)}} ==', '+ {{morph|тип=s|lang=ru|form=}}', '- {{morph|тип=s|lang=ru|form=}}', '+ Нулевой суффикс.', '- == {{заголовок|(нулевое окончание)}} ==', '+ == {{заголовок|(окончание)}} ==', '+ {{morph|тип=e|lang=ru|form=1}}', '- {{morph|тип=e|lang=ru|form=1}}', '+ Нулевое окончание.']",36,10181
-адьj,37.215.97.201,5111940,2015-04-16T14:57:46Z,False,bad diff,True,Bookvaedina,False,/* Антонимы */,"['- # ', '+ #gjg-music? -b+b=)']",16,735
-∅,Cinemantique,5783641,2016-02-04T06:10:22Z,True,Cinemantique,False,good diff,False,/* Значение */,"['- # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного со значением части тела живого существа (реже\xa0— предмета) или какого-либо его неотъемлемого свойства|образует=прилагательные|знач=}} {{пример|[[крепкий]] + о + [[зуб]] → [[крепкозубый|крепкозуб{{выдел|∅}}ый]]}}', '+ # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного со значением части тела живого существа (реже\xa0— предмета) или какого-либо его неотъемлемого свойства,|образует=прилагательные|знач=}} {{пример|[[крепкий]] + о + [[зуб]] → [[крепкозубый|крепкозуб{{выдел|∅}}ый]]}}', '- # {{морфема|часть=сложной основе, вторым компонентом которой является основа глагола|образует=существительные|знач=носителя отношения к действию (обычно\xa0— производителя действия) либо со значением отвлечённого действия}} {{пример|[[соль]] + е + [[варить]] → [[солевар|солевар{{выдел|∅}}]]}} {{пример|[[снег]] + о + [[падать]] → [[снегопад|снегопад{{выдел|∅}}]]}}', '+ # {{морфема|часть=сложной основе, вторым компонентом которой является основа глагола,|образует=существительные|знач=носителя отношения к действию (обычно\xa0— производителя действия) либо со значением отвлечённого действия}} {{пример|[[соль]] + е + [[варить]] → [[солевар|солевар{{выдел|∅}}]]}} {{пример|[[снег]] + о + [[падать]] → [[снегопад|снегопад{{выдел|∅}}]]}}', '- # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного|образует=существительные|знач=носителя отношения к предмету, явлению, выраженному вторым компонентом и семантически конкретизируемому первым компонентом}} {{пример|[[нос]] + о + [[рог]] → [[носорог|носорог{{выдел|∅}}]]}}', '+ # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного,|образует=существительные|знач=носителя отношения к предмету, явлению, выраженному вторым компонентом и семантически конкретизируемому первым компонентом}} {{пример|[[нос]] + о + [[рог]] → [[носорог|носорог{{выдел|∅}}]]}}']",3,10145
-адьj,37.215.97.201,5111939,2015-04-16T14:56:36Z,False,bad diff,True,Bookvaedina,False,,"['- {{unfinished|s=1|p=1|e=1|ru}}', '+ {{unfinished|s=1|p=1|e=1|u}}', '- {{Категория|язык=ru|||}}', '+ {{Категория|язык=U|||}}']",-2,719
-∅,Cinemantique,5783612,2016-02-04T06:08:44Z,True,Cinemantique,False,good diff,True,/* Значение */,"['- # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного со значением части тела живого существа (реже\xa0— предмета) или какого-либо его неотъемлемого свойства|образует=прилагательные|знач=}} {{пример|[[крепкий]] + о + [[зуб]] → [[крепкозубый|крепкозуб{{пример|∅}}ый]]}}', '+ # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного со значением части тела живого существа (реже\xa0— предмета) или какого-либо его неотъемлемого свойства|образует=прилагательные|знач=}} {{пример|[[крепкий]] + о + [[зуб]] → [[крепкозубый|крепкозуб{{выдел|∅}}ый]]}}']",-2,10142
-адьj,37.215.97.201,5111927,2015-04-16T14:49:14Z,False,bad diff,True,Cinemantique,False,"/* ПереводовЪ не существует на момент написания этих строк, но без разницы, перевод относительно точки звездной */","['+ |ru= Не переводится, служит для точного звучания звука текстом в голове? -Без разницы, неважно, или важно. А.Л!', '+ |.u=ю']",202,923
-∅,Cinemantique,5783604,2016-02-04T06:08:26Z,True,Cinemantique,False,good diff,False,/* {{заголовок|(нулевой суффикс)}} */,"['- # {{морфема|удар=|часть=основе глаголов|образует=существительные|знач=отвлечённого действия}} {{пример|[[выходить]] → [[выход|выход∅]]}}', '+ # {{морфема|часть=основе глаголов|образует=существительные|знач=отвлечённого действия}} {{пример|[[выходить]] → [[выход|выход∅]]}}', '- # {{морфема|удар=|часть=основе прилагательных|образует=существительные|знач=отвлечённого признака}} {{пример|[[глубокий]] → [[глубь|глубь∅]]}}', '+ # {{морфема|часть=основе прилагательных|образует=существительные|знач=отвлечённого признака}} {{пример|[[глубокий]] → [[глубь|глубь∅]]}}', '- # {{морфема|удар=|часть=основе глаголов|образует=существительные|знач=одушевлённого носителя отношения к действию}} {{пример|[[заикаться]] → [[заика|заик{{выдел|∅}}а]]}} {{пример|[[растерять]] → [[растеря|растер{{выдел|∅}}я]]}}', '+ # {{морфема|часть=основе глаголов|образует=существительные|знач=одушевлённого носителя отношения к действию}} {{пример|[[заикаться]] → [[заика|заик{{выдел|∅}}а]]}} {{пример|[[растерять]] → [[растеря|растер{{выдел|∅}}я]]}}', '- # {{морфема|удар=|часть=усечённой основе прилагательных|образует=существительные|знач=отвлечённого признака}} {{пример|[[примитивный]] → [[примитив|примитив{{выдел|∅}}]]}} {{пример|[[интимный]] → [[интим|интим{{выдел|∅}}]]}}', '+ # {{морфема|часть=усечённой основе прилагательных|образует=существительные|знач=отвлечённого признака}} {{пример|[[примитивный]] → [[примитив|примитив{{выдел|∅}}]]}} {{пример|[[интимный]] → [[интим|интим{{выдел|∅}}]]}}', '- # {{морфема|удар=|часть=усечённой основе прилагательных|образует=существительные|знач=носителя признака}} {{пример|[[интеллектуальный]] → [[интеллектуал|интеллектуал{{выдел|∅}}]]}} {{пример|[[официозный]] → [[официоз|официоз{{выдел|∅}}]]}}', '+ # {{морфема|часть=усечённой основе прилагательных|образует=существительные|знач=носителя признака}} {{пример|[[интеллектуальный]] → [[интеллектуал|интеллектуал{{выдел|∅}}]]}} {{пример|[[официозный]] → [[официоз|официоз{{выдел|∅}}]]}}', '- # {{морфема|удар=|часть=основе существительных со значением лица мужского пола|образует=существительные|знач=лица женского пола}} {{пример|[[супруг]] → [[супруга|супруг{{выдел|∅}}а]]}} {{пример|[[Иванов]] → Иванов{{выдел|∅}}а}}', '+ # {{морфема|часть=основе существительных со значением лица мужского пола|образует=существительные|знач=лица женского пола}} {{пример|[[супруг]] → [[супруга|супруг{{выдел|∅}}а]]}} {{пример|[[Иванов]] → Иванов{{выдел|∅}}а}}', '+ # (с префиксом [[без-]]) {{морфема|часть=основе существительных со значением части тела живого существа (реже\xa0— предмета) или какого-либо его неотъемлемого свойства|образует=прилагательные|знач=}} {{пример|[[рука]] → [[безрукий|безрук{{выдел|∅}}ий]]}}', '+ # (с префиксом [[про-]]) {{морфема|часть=основе прилагательных|образует=существительные|знач=‘слабая степень проявления признака’}} {{пример|[[синий]] → [[просинь|просинь{{выдел|∅}}]]}}', '+ # (с различными префиксами) {{морфема|часть=основе глаголов|образует=существительные|знач=отвлечённого действия}} {{пример|[[знобить]] → [[озноб|озноб{{выдел|∅}}]]}} {{пример|[[бежать]] → [[побег|побег{{выдел|∅}}]]}} {{пример|[[косить]] → [[покос|покос{{выдел|∅}}]]}}', '+ ## (с префиксом [[у-]]) {{морфема|часть=основе глаголов|образует=существительные|знач=собирательного результата действия}} {{пример|[[ловить]] → [[улов|улов{{выдел|∅}}]]}} {{пример|[[доить]] → [[удой|удой{{выдел|∅}}]]}}', '+ ## (с префиксом [[за-]]) {{морфема|часть=основе глаголов|образует=существительные|знач=одного акта многократно повторяемого действия}} {{пример|[[бегать]] → [[забег|забег{{выдел|∅}}]]}} {{пример|[[плыть]] → [[заплыв|заплыв{{выдел|∅}}]]}}', '+ # (с различными префиксами) {{морфема|часть=основе существительных|образует=существительные|знач=}} {{пример|[[лёд]] → [[наледь|наледь{{выдел|∅}}]]}}', '+ # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного со значением части тела живого существа (реже\xa0— предмета) или какого-либо его неотъемлемого свойства|образует=прилагательные|знач=}} {{пример|[[крепкий]] + о + [[зуб]] → [[крепкозубый|крепкозуб{{пример|∅}}ый]]}}', '+ # {{морфема|часть=сложной основе, вторым компонентом которой является основа глагола|образует=существительные|знач=носителя отношения к действию (обычно\xa0— производителя действия) либо со значением отвлечённого действия}} {{пример|[[соль]] + е + [[варить]] → [[солевар|солевар{{выдел|∅}}]]}} {{пример|[[снег]] + о + [[падать]] → [[снегопад|снегопад{{выдел|∅}}]]}}', '+ # {{морфема|часть=сложной основе, вторым компонентом которой является основа существительного|образует=существительные|знач=носителя отношения к предмету, явлению, выраженному вторым компонентом и семантически конкретизируемому первым компонентом}} {{пример|[[нос]] + о + [[рог]] → [[носорог|носорог{{выдел|∅}}]]}}', '- # {{морфема|удар=|часть=основе прилагательных, существительных и глаголов|образует=наречия|знач=}} {{пример|[[серьёзный]] → [[всерьёз]]}} {{пример|[[прокат]] → [[напрокат]]}} {{пример|[[жалеть]] → [[жаль]]}}', '+ # {{морфема|часть=основе прилагательных, существительных и глаголов|образует=наречия|знач=}} {{пример|[[серьёзный]] → [[всерьёз]]}} {{пример|[[прокат]] → [[напрокат]]}} {{пример|[[жалеть]] → [[жаль]]}}']",3943,10144
-аж,OctraBot,6897974,2016-09-11T08:25:39Z,False,bad diff,True,HydrizBot,True,Бот: добавлено [[fr:-аж]],"['+ ', '+ [[fr:-аж]]']",14,2740
-∅,Cinemantique,5782506,2016-02-04T05:12:51Z,True,Cinemantique,False,good diff,False,,"['+ # {{морфема|удар=|часть=основе глаголов|образует=существительные|знач=отвлечённого действия}} {{пример|[[выходить]] → [[выход|выход∅]]}}', '- # {{морфема|удар=|часть=основе прилагательных и глаголов|образует=существительные|знач=}} {{пример|[[выходить]] → [[выход]]}} {{пример|[[глубокий]] → [[глубь]]}}', '+ # {{морфема|удар=|часть=основе прилагательных|образует=существительные|знач=отвлечённого признака}} {{пример|[[глубокий]] → [[глубь|глубь∅]]}}', '+ # {{морфема|удар=|часть=основе глаголов|образует=существительные|знач=одушевлённого носителя отношения к действию}} {{пример|[[заикаться]] → [[заика|заик{{выдел|∅}}а]]}} {{пример|[[растерять]] → [[растеря|растер{{выдел|∅}}я]]}}', '+ # {{морфема|удар=|часть=усечённой основе прилагательных|образует=существительные|знач=отвлечённого признака}} {{пример|[[примитивный]] → [[примитив|примитив{{выдел|∅}}]]}} {{пример|[[интимный]] → [[интим|интим{{выдел|∅}}]]}}', '+ # {{морфема|удар=|часть=усечённой основе прилагательных|образует=существительные|знач=носителя признака}} {{пример|[[интеллектуальный]] → [[интеллектуал|интеллектуал{{выдел|∅}}]]}} {{пример|[[официозный]] → [[официоз|официоз{{выдел|∅}}]]}}', '+ # {{морфема|удар=|часть=основе существительных со значением лица мужского пола|образует=существительные|знач=лица женского пола}} {{пример|[[супруг]] → [[супруга|супруг{{выдел|∅}}а]]}} {{пример|[[Иванов]] → Иванов{{выдел|∅}}а}}', '- *', '+ * {{статья|автор=Лопатин В. В.|заглавие=Нулевая аффиксация в системе русского словообразования|издание=Вопросы языкознания|год=1966|выпуск=1|страницы=76}}']",2100,6201
-ал,5.228.23.54,3617499,2013-09-17T03:47:39Z,False,bad diff,True,Cinemantique,False,Ал,"['+ Особенности конструкции[править | править исходный текст]', '+ ', '+ АЛ-31Ф — Базовый двухконтурный двухвальный турбореактивный двигатель со смешением потоков внутреннего и наружного контуров за турбиной, общей для обоих контуров форсажной камерой и регулируемым сверхзвуковым всережимным реактивным соплом. Двигатель модульный.', '+ Состоит из компрессора низкого давления осевого 4-х ступенчатого, с регулируемым входным направляющим аппаратом (ВНА), компрессора высокого давления ,осевого 9-и ступенчатого, с регулируемым ВНА и направляющими аппаратами первых двух ступеней, турбины высокого и низкого давления — осевые одноступенчатые; лопатки турбин и сопловых аппаратов охлаждаемые(пленочное охлаждение). Основная камера сгорания кольцевая.', '+ В конструкции двигателя широко применяются титановые сплавы (до 35 % массы) и жаропрочные стали. Лопатки турбин имеют полости в виде лабиринтов, для охлаждения газы подаются из диска в лопатку и проходят через отверстия по кромкам (пленочное воздушное охлаждение), для крепления лопатки к диску используется хвостовик ёлочного типа. Роторы крепятся к валу с использованием роликовых подшипников. После турбины установлен 11-и лепестковый смеситель. Для обеспечения стабильной работы ФК, установлен затурбинный кок, плавно переводящий поток, из кольцевого в круглое сечение, с антивибрационными отверстиями, а также в форсажной камере установлены антивибрационные продольные экраны.', '+ Двигатель имеет электрическую систему зажигания. Пусковая система может запускать двигатель как на земле так и в полёте. Для запуска двигателя на земле используется пусковое устройство расположенное в выносной коробке двигателя. На обычных режимах работы двигателя для экономии топлива охлаждение турбин частично отключается.']",3215,5589
-∅,Fractaler,4928591,2015-03-11T09:03:59Z,True,Cinemantique,False,good diff,False,+{{Cf|∅}},['+ {{Cf|∅}}'],11,4101
-ал,5.228.23.54,3617498,2013-09-17T03:46:35Z,False,bad diff,True,Cinemantique,False,Ал,"['+ ', '+ АЛ-31 — серия авиационных высокотемпературных турбореактивных двухконтурных двигателей с форсажными камерами, разработанная под руководством А. М. Люльки в НПО «Сатурн». Название расшифровывается как Архип Люлька,""Ф""-форсажная камера, на заводе АЛ-31 имеет название Изделие 99. Проектирование двигателя началось в 1973 году, первые испытания прошли в 1977, а государственные испытания успешно завершились в 1985 году. С 1981 года двигатели АЛ-31 производятся на УМПО (г. Уфа) и «ММПП Салют» (г. Москва). После смерти А. М. Люльки в 1984 году работы по двигателю и его модификациям возглавил генеральный конструктор В. М. Чепкин. В настоящее время ОКБ им. Люльки является частью НПО «Сатурн».', '+ Ориентировочная стоимость одного двигателя АЛ-31Ф (по состоянию на 2008 год) составляет 96,4 млн рублей[2].', '+ С 2013 года двигатель собирается в рамках дивизиона ОДК ""двигатели боевой авиации"", за горячую часть отвечает ""Салют"", за холодную и сборку УМПО, ОМО.']",1683,2374
-∅,Cinemantique,4200644,2014-05-31T15:44:57Z,True,Cinemantique,False,good diff,False,,"['- {{morph|тип=e|lang=ru|form=}}', '+ {{morph|тип=e|lang=ru|form=1}}']",1,4090
-альн,81.200.17.83,3673222,2013-11-22T10:39:41Z,False,bad diff,True,Al Silonov,False,/* Значение */,"['- # {{морфема|удар=да|часть=основе существительного иноязычного происхождения|образует=прилагательное|знач=обладания свойством или связанности с предметом}} {{пример|[[ортодокс]] → [[ортодоксальный|ортодокс{{выдел|альн}}ый]]}} {{пример|[[норма]] → [[нормальный|норм{{выдел|альн}}ый]]}} {{пример|[[азимут]] → [[азимутальный|азимут{{выдел|альн}}ый]]}} {{пример|[[интеллект]] → [[интеллектуальный|интеллекту{{выдел|альн}}ый]]}} {{пример|[[момент]] → [[моментальный|момент{{выдел|альн}}ый]]}}', '+ # {{морфема|удар=да|часть=основе существительного иноязычного происхождения|образует=прилагательное|знач=обладания свойством или связанности с предметом}} {{пример|[[ортодокс]] → [[ортодоксальный|ортодокс{{выдел|альн}}ый]]}} {{пример|[[норма]] → [[нормальный|норм{{выдел|альн}}ый]]}} {{пример|[[азимут]] → [[азимутальный|азимут{{выдел|альн}}ый]]}} {{пример|[[интеллект]] → [[интеллектуальны|интеллекту{{выдел|альн}}ый]]}} {{пример|[[момент]] → [[моментальный|момент{{выдел|альн}}ый]]}}']",-2,1500
-∅,Cinemantique,4200643,2014-05-31T15:43:22Z,True,Cinemantique,False,good diff,False,,"[""- '''-∅ (нулевой суффикс)'''"", '+ ', '+ == {{заголовок|(нулевой суффикс)}} ==', '+ == {{заголовок|(нулевое окончание)}} ==', '+ ', '+ {{morph|тип=e|lang=ru|form=}}', '+ ', '+ === Значение ===', '+ # у существительных мужского рода 2-го склонения и женского рода 3-го склонения является показателем именительного (у неодушевлённых также винительного) падежа единственного числа {{пример|[[стол|стол{{выдел|∅}}]]}} {{пример|[[конь|конь{{выдел|∅}}]]}} {{пример|[[дочь|дочь{{выдел|∅}}]]}} {{пример|[[тень|тень{{выдел|∅}}]]}}', '+ # у существительных женского рода 1-го склонения и среднего рода 2-го склонения является показателем родительного падежа множественного числа {{пример|[[собака|собак{{выдел|∅}}]]}} {{пример|[[болото|болот{{выдел|∅}}]]}}', '+ # у притяжательных прилагательных является показателем именительного (с неодушевлёнными существительными также винительного) падежа единственного числа {{пример|[[лисий|лисий{{выдел|∅}}]]}} {{пример|[[дядин|дядин{{выдел|∅}}]]}} {{пример|[[отцов|отцов{{выдел|∅}}]]}}', '+ # у кратких форм прилагательных является показателем единственного числа мужского рода {{пример|[[весёлый|весел{{выдел|∅}}]]}} {{пример|[[красивый|красив{{выдел|∅}}]]}}', '+ # у глаголов в форме прошедшего времени и сослагательного наклонения является показателем мужского рода {{пример|[[читать|читал{{выдел|∅}}]]}} {{пример|[[написать|написал{{выдел|∅}} бы]]}}', '+ # у глаголов в форме повелительного наклонения является показателем 2-го лица единственного числа {{пример|[[бежать|беги{{выдел|∅}}]]}} {{пример|[[бросить|брось{{выдел|∅}}]]}}', '+ # у числительных является показателем именительного (винительного) падежа {{пример|[[пять|пять{{выдел|∅}}]]}}', '+ ', '+ === Синонимы ===', '+ # ', '+ ', '+ === Антонимы ===', '+ # ', '+ ', '+ === Этимология ===', '+ Происходит от {{этимология:|да}}', '+ ', '+ === Перевод ===', '+ {{перев-блок|', '+ |en=', '+ |de=', '+ |fr=', '+ |it=', '+ |es=', '+ |uk=', '+ |kk=', '+ }}', '+ ', '+ === Библиография ===', '+ *', '+ ', '+ ']",2955,4089
-ан,A.bukurov,13458745,2024-08-01T00:09:54Z,False,bad diff,True,Infovarius,False,/* Русский */,"['- {{Омонимы|ru|2}}', '- == {{з|(суффикс)}} ==']",-54,6064
-∅,VitalikBot,3965808,2014-04-04T16:51:39Z,True,VitalikBot,False,good diff,True,"приведение к виду ""{{Категория|язык=ru|||}}""","['- {{categ||lang=ru}}', '+ {{Категория|язык=ru|||}}']",19,1134
-ан,A.bukurov,13458744,2024-08-01T00:08:14Z,False,bad diff,True,Infovarius,False,,"['- == {{з|(интерфикс)}} ==', '- {{morph|тип=i|lang=ru|form=i}}', '- ', '- === Произношение ===', '- {{transcription-ru|}}', '- ', '- === Семантические свойства ===', '- # незначимый соединительный элемент между корнем и суффиксом {{пример|[[Америка]] → [[американец|америк{{выдел|ан}}ец]]}}', '- ', '- === Этимология ===', '- ', '- {{unfinished|s=1|e=1|ru}}', '- ']",-449,6118
-∅,Cinemantique,3656427,2013-11-08T08:29:35Z,True,Cinemantique,False,good diff,False,,"[""- '''-ø (нулевой суффикс)'''"", ""+ '''-∅ (нулевой суффикс)'''""]",1,1115
-ан,213.87.143.38,4908126,2015-02-10T12:50:46Z,False,bad diff,True,Cinemantique,False,/* Значение */,"['- [[Категория:Родительный падеж]]', '+ [[Категория:Родительный падеж]]ююююю', '+ ']",11,1901
-∅,Cinemantique,3656425,2013-11-08T08:28:15Z,True,Cinemantique,False,good diff,True,Cinemantique переименовал страницу [[-ø]] в [[-∅]]: Знак пустого множества используется в лингвистике для обозначения нулевой морфемы.,[],0,1114
-арад,Герман Мейстер,11482585,2020-07-05T15:34:51Z,False,bad diff,True,Cinemantique,False,,"['- # ', '- ', '- === Синонимы ===', '- # ', '- ', '- === Антонимы ===', '- # ', '- === Перевод ===', '- {{перев-блок|', '- |abq=', '- |ab=', '- |av=', '- |ave=', '- |agh=', '- |aja=', '- |ady=', '- |az=', '- |ay=', '- |ain=', '- |ain.kana=', '- |ain.lat=', '- |sq=', '- |als=', '- |ale=', '- |alt=', '- |en=', '- |ar=', '- |an=', '- |arc.jud=', '- |arc.syr=', '- |arn=', '- |hy=', '- |asm=', '- |ast=', '- |af=', '- |bar=', '- |bm=', '- |eu=', '- |ba=', '- |be=', '- |bn=', '- |bg=', '- |bs=', '- |br=', '- |bua=', '- |cy=', '- |wa=', '- |hu=', '- |vep=', '- |hsb=', '- |vot=', '- |vo=', '- |wo=', '- |vro=', '- |vi=', '- |gag=', '- |haw=', '- |ht=', '- |gl=', '- |ze=', '- |kl=', '- |el=', '- |ka=', '- |gn=', '- |gu=', '- |gd=', '- |dar=', '- |prs=', '- |da=', '- |dv=', '- |ang=', '- |grc=', '- |bat-smg=', '- |zza=', '- |zu=', '- |he=', '- |yi=', '- |io=', '- |id=', '- |ia=', '- |iu=', '- |ik=', '- |ga=', '- |is=', '- |es=', '- |it=', '- |kbd=', '- |kk=', '- |xal=', '- |kn=', '- |kaa=', '- |krc=', '- |krl=', '- |ca=', '- |csb=', '- |qu=', '- |ky=', '- |zh=', '- |zh-tw=', '- |zh-cn=', '- |kom=', '- |koi=', '- |kok=', '- |kw=', '- |ko=', '- |co=', '- |xh=', '- |crh=', '- |ku=', '- |km=', '- |lad=', '- |lo=', '- |la=', '- |lez=', '- |lv=', '- |li=', '- |ln=', '- |lt=', '- |lb=', '- |mk=', '- |mg=', '- |ms=', '- |ml=', '- |mt=', '- |mi=', '- |chm=', '- |mdf=', '- |mo=', '- |mn=', '- |gv=', '- |nv=', '- |gld=', '- |nah=', '- |na=', '- |nio=', '- |nap=', '- |de=', '- |yrk=', '- |nl=', '- |dsb=', '- |no=', '- |oc=', '- |os=', '- |pa=', '- |pap=', '- |fa=', '- |pl=', '- |pt=', '- |ps=', '- |pms=', '- |rap=', '- |rm=', '- |ro=', '- |sjd=', '- |sa=', '- |sc=', '- |se=', '- |sr=', '- |sr-l=', '- |scn=', '- |sk=', '- |sl=', '- |slovio-c=', '- |slovio-l=', '- |so=', '- |chu.cyr=', '- |chu.glag=', '- |sw=', '- |tab=', '- |tl=', '- |tg=', '- |ty=', '- |th=', '- |ta=', '- |tt=', '- |tt.cyr=', '- |tt.lat=', '- |te=', '- |art=', '- |tpi=', '- |kim=', '- |tn=', '- |tyv=', '- |tr=', '- |tk=', '- |udm=', '- |ug=', '- |uz=', '- |uk=', '- |ur=', '- |fo=', '- |fi=', '- |fr=', '- |fy=', '- |fur=', '- |kjh=', '- |ha=', '- |hi=', '- |hr=', '- |rom=', '- |ce=', '- |cs=', '- |cv=', '- |sv=', '- |cjs=', '- |sco=', '- |ewe=', '- |myv=', '- |eo=', '- |et=', '- |jv=', '- |sah=', '- |ja=', '- }}', '- ', '- {{unfinished|s=1|t=1|e=1|ru}}', '- ']",-1291,789
-∅,Cinemantique,3643246,2013-10-24T08:42:06Z,True,Cinemantique,False,good diff,False,,['+ {{DEFAULTSORT:ø}}'],19,1114
-ариус,46.211.104.5,9450183,2017-12-20T19:30:13Z,False,bad diff,True,MaksOttoVonStirlitz,False,/* Синонимы */,"['- # ', '+ #']",-1,790
-∅,Cinemantique,3579578,2013-07-24T16:29:13Z,True,Cinemantique,False,good diff,False,/* Значение */,"['+ # {{морфема|удар=|часть=основе прилагательных, существительных и глаголов|образует=наречия|знач=}} {{пример|[[серьёзный]] → [[всерьёз]]}} {{пример|[[прокат]] → [[напрокат]]}} {{пример|[[жалеть]] → [[жаль]]}}']",351,1095
-ариус,46.211.104.5,9450174,2017-12-20T19:24:20Z,False,bad diff,True,MaksOttoVonStirlitz,False,шцоълзнуруегцы,"['+ жвцд', '+ жафдв', '+ жвзчф', '- === Перевод ===', '- {{перев-блок|', '- |en=', '- |de=', '- |fr=', '- |it=', '- |es=', '- |uk=', '- |kk=', '- }}']",-53,791
-∅,Cinemantique,3579570,2013-07-24T16:10:46Z,True,Cinemantique,False,good diff,False,шаблон,"['- ', '+ {{wikipedia|Нулевой аффикс}}']",41,744
-арн,176.77.101.239,7641669,2017-04-05T15:33:18Z,False,bad diff,True,Al Silonov,False,/* Этимология */,"['- ', '+ я твою маму ебал']",29,1213
